,id,name,name_id,content,timestamp,channel,language,category,vect,logit_predict,Mnb_predict,tree_predict,rf_predict,bg_predict,knn_predict,nn_predict
640,5.7209868353378714e+17,Wei Wei,123,HOIST THE FLAG,2019-12-31T00:21:03Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
645,4.573014296365629e+17,☆Pιкαcнυ☆,3341,my frend have bunny,2019-12-30T21:53:52Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
648,4.573014296365629e+17,☆Pιкαcнυ☆,3341,Hoi <:drinktea:558326668674990080>,2019-12-30T19:21:34Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,eu,east,east,eu
653,4.389133407824118e+17,doris.e.m,5232,💖 Feliz casi 2020 💖,2019-12-30T16:32:48Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
654,5.7209868353378714e+17,Wei Wei,123,The goal of the game is to survive,2019-12-30T15:22:05Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
667,5.7209868353378714e+17,Wei Wei,123,"<@393331711267700747> i did a job recently which i didn't get paid as well. Kinda pissed. Feels like slandering her om social media but that will just feed on my  anger, won't help much",2019-12-30T00:46:49Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
668,6.417876429331497e+17,Here There Be Dragons,8771,I bet this is really annoying Pakku!  Tsuki is jumping rope!,2019-12-30T00:34:33Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,sea,east,east
671,6.206410138323517e+17,aereia,7977,doodles are cute,2019-12-29T23:37:26Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
672,5.7209868353378714e+17,Wei Wei,123,<:GWspenderLemon:405062897929158656> <:GWspenderLemon:405062897929158656> <:GWspenderLemon:405062897929158656> <:GWspenderLemon:405062897929158656>,2019-12-29T22:56:30Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
674,5.7209868353378714e+17,Wei Wei,123,Haha,2019-12-29T22:55:59Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
675,5.7209868353378714e+17,Wei Wei,123,So i just doodle to release the mess in me,2019-12-29T22:55:58Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
676,5.7209868353378714e+17,Wei Wei,123,Was drunk,2019-12-29T22:55:46Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
680,5.7209868353378714e+17,Wei Wei,123,New day new pain,2019-12-29T22:53:46Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
681,5.7209868353378714e+17,Wei Wei,123,Morning lol,2019-12-29T22:53:38Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
683,6.206410138323517e+17,aereia,7977,!!,2019-12-29T22:16:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
684,6.206410138323517e+17,aereia,7977,Happy belated Xmas and oncoming new year,2019-12-29T22:16:43Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
685,6.206410138323517e+17,aereia,7977,Hello hope everyone is well!,2019-12-29T22:16:27Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
686,6.206410138323517e+17,aereia,7977,"Those doges tho,!!",2019-12-29T22:16:22Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
688,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdTomStare:391322002692112384>,2019-12-29T02:29:54Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
706,4.573014296365629e+17,☆Pιкαcнυ☆,3341,C:,2019-12-28T21:44:47Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
708,4.573014296365629e+17,☆Pιкαcнυ☆,3341,I have with him Red heart,2019-12-28T21:39:36Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
709,4.573014296365629e+17,☆Pιкαcнυ☆,3341,"Idk, maybe I love him because I watch to much Naruto xD",2019-12-28T21:39:16Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,east,east,eu,east,east,eu
711,4.573014296365629e+17,☆Pιкαcнυ☆,3341,<:entry2:560350864972316672>  I love ramen guy,2019-12-28T21:28:55Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,sea,east,sea,east,east,sea
714,5.475307919119484e+17,Ashirav,3301,Oops,2019-12-28T18:26:22Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
715,5.475307919119484e+17,Ashirav,3301,.bal,2019-12-28T18:26:19Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
720,5.475307919119484e+17,Ashirav,3301,<@557531331903356950> you had to send these to Kiyo,2019-12-28T18:08:37Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,eu,east
721,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdMmmYea:402868023393910794>,2019-12-28T03:03:43Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
733,5.7209868353378714e+17,Wei Wei,123,"When spring comes, all the snow bunnies will melt, thus die. Let that sink in",2019-12-28T01:52:32Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,sea,eu
742,5.7209868353378714e+17,Wei Wei,123,<:phoneW:266366828572442635>,2019-12-27T18:36:42Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
743,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdTomStare:391322002692112384> <:GWlulurdTomStare:391322002692112384> <:GWlulurdTomStare:391322002692112384>,2019-12-27T18:35:34Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
744,5.7209868353378714e+17,Wei Wei,123,<:GWahreeGrarr:369468224691109888> <:GWahreeGrarr:369468224691109888> <:GWahreeGrarr:369468224691109888>,2019-12-27T18:35:20Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
745,5.7209868353378714e+17,Wei Wei,123,<:GWunuDrakeNo:387668644500602890>,2019-12-27T18:34:34Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
746,5.7209868353378714e+17,Wei Wei,123,<:GWomoDrakeYea:407618577969971210>,2019-12-27T18:34:28Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
747,5.7209868353378714e+17,Wei Wei,123,<:GWchomMeiBleh:395629580616073256> <:GWchomHeHEE:395629582054850570> <:GWchomChomW:395629583120072707>,2019-12-27T18:33:48Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
748,5.7209868353378714e+17,Wei Wei,123,<:GWaobloChildPepeSweat:407618812217917451> <:GWaobloChildPepeShrug:407618817569718272> <:GWaobloChildPepeHug:407618827648761869> <:GWaobloChildPepeCry:407618822489636864>,2019-12-27T18:33:36Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
767,4.3102340360922726e+17,omnomnom,440,the impractical thing about Australian christmas is its in the middle of summer and destroys what shreds of a summer body i had,2019-12-27T04:41:07Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
768,4.3102340360922726e+17,omnomnom,440,im over eating on christmas chocolate,2019-12-27T04:40:10Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
775,5.7209868353378714e+17,Wei Wei,123,How's my drawing?,2019-12-27T02:29:35Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
782,5.7209868353378714e+17,Wei Wei,123,<:yori_loves_chi:652933152024821821>,2019-12-27T02:27:11Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,east,eu
785,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdMmmYea:402868023393910794>,2019-12-27T02:26:29Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
794,6.442535457256899e+17,Peanuts.,2338,oh okay ty haha,2019-12-27T00:11:54Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
799,4.1463570627139994e+17,vickiicx,57,I missed it. 😦,2019-12-26T05:44:18Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
800,4.1463570627139994e+17,vickiicx,57,great pic,2019-12-26T05:45:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
814,5.7209868353378714e+17,Wei Wei,123,Omg!!,2019-12-26T05:05:54Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
815,5.7209868353378714e+17,Wei Wei,123,<:yori_loves_chi:652933152024821821>,2019-12-26T05:02:40Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,east,eu
816,2.1783880227684352e+17,Ceolia,2740,👋,2019-12-26T04:59:52Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
817,5.7209868353378714e+17,Wei Wei,123,Where,2019-12-26T04:37:49Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
823,4.103868537794724e+17,........,9234,Merry Christmas Everyone and Welcome Newbies,2019-12-25T05:48:08Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,sea,east,sea
824,4.103868537794724e+17,........,9234,<:GWovoYayy:390538500195352578>,2019-12-25T05:48:10Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
825,4.5993367615583034e+17,ewiewe,3648,Merry Christmas 🎁🎄!!!,2019-12-25T06:59:20Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
827,5.7209868353378714e+17,Wei Wei,123,<:entry2:560350864972316672> <:entry2:560350864972316672> <:entry2:560350864972316672>,2019-12-25T04:48:07Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
828,2.1474404369799578e+17,Fredd8,6409,Merry Christmas!,2019-12-25T04:35:28Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
830,5.74713216437846e+17,Crimson Angel,507,I come giving hugs and cuddles to all and wish all a **MARRY CHRISTMAS**,2019-12-25T04:17:21Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,sea,sea
831,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdMmmYea:402868023393910794>,2019-12-25T03:12:40Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
834,6.417876429331497e+17,Here There Be Dragons,8771,"<@363701267736035328>  why can't I DM you?  <:ded:558657335300718594> 
I was not going to bother you personally for anwers, hint or but reports.",2019-12-25T03:02:06Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,eu,eu,east,east,eu
835,6.417876429331497e+17,Here There Be Dragons,8771,"<@!572098683533787147>  Oh, is that your current hairstyle?  Much prettier than mine.",2019-12-25T02:57:33Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
837,5.7209868353378714e+17,Wei Wei,123,<:cooking:623438184176549909>,2019-12-25T02:51:28Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
838,5.7209868353378714e+17,Wei Wei,123,<@641787642933149707>  <:dawn:558254593608384522>,2019-12-25T02:51:10Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
843,5.7209868353378714e+17,Wei Wei,123,<:pGasm:266366829805436928>,2019-12-25T02:36:01Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
846,4.586708149511127e+17,113296 Pujangga/4035637 Celestia,5071,Plot twist: Miyabi go to jugafuchi forest and eat a candy,2019-12-25T01:49:43Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,eu,eu
854,6.074486389139048e+17,ko,3884,Thanks!,2019-12-24T01:51:56Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
857,6.074486389139048e+17,ko,3884,Hello,2019-12-24T01:36:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
862,6.587906078415258e+17,puka,4848,Thankss,2019-12-24T01:22:47Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
873,5.7209868353378714e+17,Wei Wei,123,<:pepesad:558329671851311120> <:pepesad:558329671851311120> <:pepesad:558329671851311120>,2019-12-24T00:47:33Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,sea,sea,sea,sea,sea
874,5.7209868353378714e+17,Wei Wei,123,No because she is dead,2019-12-24T00:47:30Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,sea,sea
875,6.587906078415258e+17,puka,4848,Andd can it be that the duck isnt in the lake because is winter?,2019-12-24T00:38:17Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
876,6.587906078415258e+17,puka,4848,Wow nice i love it<:hug:589655063027253288>,2019-12-24T00:22:15Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
877,5.6012781765276474e+17,agoela,541,Just like fireworks,2019-12-23T23:55:53Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
878,6.587171802040238e+17,shayyy4343,2595,Bruh I need carrots so bad,2019-12-23T23:02:44Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
879,3.6370126773603526e+17,dg,7162,If you wrote that as part of your portfolio it will be a good thing for sure.,2019-12-23T04:39:36Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
880,4.562265777981358e+17,Deleted User,0,just release your gas keef,2019-12-23T05:36:50Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
881,4.562265777981358e+17,Deleted User,0,🧄,2019-12-23T05:37:04Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
885,4.3102340360922726e+17,omnomnom,440,has there been any new codes? i havent checked in and i had a look around this discord but didnt see anything,2019-12-23T03:18:40Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
886,6.072702052104929e+17,Gechi,7409,Oko,2019-12-23T03:08:31Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
888,4.562265777981358e+17,Deleted User,0,morning,2019-12-23T01:50:03Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,east,east,sea,sea
889,4.562265777981358e+17,Deleted User,0,hi adult,2019-12-23T01:50:01Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
894,5.7209868353378714e+17,Wei Wei,123,Urgh,2019-12-23T00:20:49Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
898,5.7209868353378714e+17,Wei Wei,123,Love the chrismas update more than i love my job,2019-12-22T23:01:29Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
902,4.000679551336448e+17,WilRei9650,5956,Hello,2019-12-22T18:52:43Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
903,5.7209868353378714e+17,Wei Wei,123,<:pepesad:558329671851311120>,2019-12-22T05:07:33Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,sea,sea,sea,sea,sea
904,5.495312660645806e+17,ApexPredator,8840,<@486477132332138496> u want me to get eaten by Ed,2019-12-22T05:13:55Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,sea
905,5.495312660645806e+17,ApexPredator,8840,<:GWaobloChildPepeCry:407618822489636864>,2019-12-22T05:13:57Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
909,4.103868537794724e+17,........,9234,Welcome,2019-12-22T05:01:24Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
925,5.7209868353378714e+17,Wei Wei,123,Pressurized flour dyed with organic pigment,2019-12-22T02:35:52Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
926,5.7209868353378714e+17,Wei Wei,123,It's tang yuan,2019-12-22T02:35:17Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
928,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdMmmYea:402868023393910794>,2019-12-22T01:18:24Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
930,4.796910242482094e+17,Viklavi,1530,Sooo cutee!,2019-12-21T23:27:27Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
933,5.7209868353378714e+17,Wei Wei,123,Ban,2019-12-21T05:01:33Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
936,6.546933568693862e+17,miss_clark4,711,Henlo,2019-12-21T06:15:06Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
937,5.7209868353378714e+17,Wei Wei,123,Ban,2019-12-21T04:48:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
938,5.7209868353378714e+17,Wei Wei,123,Wow,2019-12-21T04:48:44Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
951,5.87310324319912e+17,DinoJ,5454,.work,2019-12-21T02:55:40Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
952,5.7209868353378714e+17,Wei Wei,123,<:pepeexcited:560679530138828806>,2019-12-21T02:26:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,sea,east,sea,east,east,eu
964,5.7209868353378714e+17,Wei Wei,123,<:GWlulurdMmmYea:402868023393910794>  thanks,2019-12-21T02:21:49Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
965,5.7209868353378714e+17,Wei Wei,123,<:pLewd:266366831588147201>,2019-12-20T05:58:06Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
970,5.7209868353378714e+17,Wei Wei,123,<:GWspenderLemon:405062897929158656>,2019-12-20T05:58:03Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
976,6.417876429331497e+17,Here There Be Dragons,8771,Just checked and still no update for Apple users.  So sad .,2019-12-20T05:51:18Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
983,5.495312660645806e+17,ApexPredator,8840,<:sob:623443731609288715>,2019-12-20T04:48:31Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
984,5.495312660645806e+17,ApexPredator,8840,I think nope,2019-12-20T04:48:24Z,chat,,,[0. 0. 0. ... 0. 0. 0.],sea,east,east,east,east,east,east
986,5.495312660645806e+17,ApexPredator,8840,🏃,2019-12-20T04:16:08Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
987,5.495312660645806e+17,ApexPredator,8840,Update,2019-12-20T04:15:29Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
988,5.495312660645806e+17,ApexPredator,8840,Update,2019-12-20T04:15:27Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
989,5.495312660645806e+17,ApexPredator,8840,Update,2019-12-20T04:15:25Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
990,2.1474404369799578e+17,Fredd8,6409,<:cooking:623438184176549909>,2019-12-20T04:03:26Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1000,5.7209868353378714e+17,Wei Wei,123,<:GWnonexMaikaSmug:402867199825674251>,2019-12-19T05:18:47Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1004,5.495312660645806e+17,ApexPredator,8840,Yes u can after reaching the destination,2019-12-19T06:03:13Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,eu,east
1006,5.7209868353378714e+17,Wei Wei,123,There's Filipono tagalok language in Tsuki,2019-12-19T05:15:53Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1010,5.7209868353378714e+17,Wei Wei,123,KYLE,2019-12-19T05:14:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1011,5.7209868353378714e+17,Wei Wei,123,<:GWnonexMaikaSmug:402867199825674251>,2019-12-19T05:14:28Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1021,5.7209868353378714e+17,Wei Wei,123,It's not idle if u fish,2019-12-19T05:14:00Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,sea
1025,5.7209868353378714e+17,Wei Wei,123,<:pLewd:266366831588147201>,2019-12-19T05:13:42Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1026,5.7209868353378714e+17,Wei Wei,123,Tell them they r losers for not playing,2019-12-19T05:13:39Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,sea
1027,5.7209868353378714e+17,Wei Wei,123,Get them to play,2019-12-19T05:13:28Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1034,5.7209868353378714e+17,Wei Wei,123,Then it's even better,2019-12-19T05:13:16Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1044,5.7209868353378714e+17,Wei Wei,123,You get to show off to your peasant friends,2019-12-19T05:13:02Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1045,5.7209868353378714e+17,Wei Wei,123,There is,2019-12-19T05:12:53Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1049,5.7209868353378714e+17,Wei Wei,123,Use your mom's credit card,2019-12-19T05:12:38Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,sea
1053,5.7209868353378714e+17,Wei Wei,123,You should,2019-12-19T05:12:25Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1056,5.495312660645806e+17,ApexPredator,8840,<:swag:582867438778187786>,2019-12-18T05:59:55Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,east,eu
1058,5.495312660645806e+17,ApexPredator,8840,🏃,2019-12-18T05:53:02Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1059,5.495312660645806e+17,ApexPredator,8840,Boss in action,2019-12-18T05:52:58Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1111,5.495312660645806e+17,ApexPredator,8840,Die with a happy face,2019-12-17T05:50:45Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,east
1112,5.495312660645806e+17,ApexPredator,8840,Oh the dehydrated dog in action again,2019-12-17T05:51:00Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1113,5.642129434709852e+17,Holy Duck Duck,8190,welcome!!!,2019-12-17T06:44:35Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1114,5.495312660645806e+17,ApexPredator,8840,That's great,2019-12-17T05:50:39Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,sea,east,east,eu
1115,5.7209868353378714e+17,Wei Wei,123,Good to die,2019-12-17T05:49:52Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,east,sea,sea
1116,5.7209868353378714e+17,Wei Wei,123,Im feeling good,2019-12-17T05:49:50Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,east,east,sea
1117,5.495312660645806e+17,ApexPredator,8840,<:cooking:623438184176549909> <:yori_loves_chi:652933152024821821>,2019-12-17T05:49:48Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,east
1118,5.495312660645806e+17,ApexPredator,8840,<:swag:582867438778187786>,2019-12-17T05:49:35Z,chat,,,[0. 0. 0. ... 0. 0. 0.],eu,eu,east,eu,east,east,eu
1119,5.495312660645806e+17,ApexPredator,8840,"Hi aereia , I'm good ..hope ur doing good too",2019-12-17T05:49:32Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,sea,sea,east,east,east
1120,6.206410138323517e+17,aereia,7977,<:yaycarrots:558332067306405914> <:yaycarrots:558332067306405914>,2019-12-17T05:43:53Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,eu,east,east,eu
1121,6.206410138323517e+17,aereia,7977,Hope all is well with yall!!,2019-12-17T05:43:50Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1122,6.206410138323517e+17,aereia,7977,Hello everyone,2019-12-17T05:43:46Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
1123,5.7209868353378714e+17,Wei Wei,123,<:GWchinaAqua7:375459873669906432>,2019-12-17T05:32:30Z,chat,,,[0. 0. 0. ... 0. 0. 0.],east,east,east,east,east,east,east
